user_subscription_id,user_id,service_id,plan_name,is_active,plan_price,created_at,due_date
19815,fec35257-2da0-4f13-b5df-03217ffc8c4b,87.0,Mobile Plan,1,199.0,2021-10-26 17:47:27.298782+00:00,2021-12-26
94240,0ca02520-307f-4ed6-bfcc-e5420ef87432,8.0,12 Month Plan,1,999.0,2021-12-05 17:31:26.549050+00:00,2022-12-05
83542,5742d156-4a76-4f1e-8d36-c9d59c6333bd,25020.0,Jeera Flavor | 14 days | 4200 ml,1,224.0,2021-11-28 10:19:42.480049+00:00,2021-12-18
61165,faf39163-a9bc-4fe9-8e5d-9339e521e518,8.0,12 Month Plan,1,999.0,2021-11-23 16:55:49.351792+00:00,2022-11-23
11932,6be39a86-1d75-4819-901a-cf8f3143ef65,8.0,12 Month Plan,1,999.0,2021-10-14 08:31:33.893909+00:00,2022-05-01
29696,af497835-d17f-4089-bec5-ecb36b693397,87.0,Basic Plan,1,499.0,2021-11-04 21:13:02.885003+00:00,2022-01-04
90235,17c24d34-15bc-41cc-b4a2-9aa4bfae635d,121.0,App Subscription: Basic,1,6000.0,2021-12-03 04:09:12.478401+00:00,2022-12-03
50615,50c51752-b89b-491d-a63d-8c2177484ce6,19.0,Half Annually,1,2999.0,2021-11-23 14:07:42.186206+00:00,2022-05-23
47461,e2ef57ea-5bcc-483c-9dba-1eb32f15b1df,107.0,Binge Plan,0,749.0,2021-11-23 01:09:00.745403+00:00,2021-11-23
44511,c17a7d40-3944-4201-8653-394b11f201cb,101.0,Wwe Network Plan,0,299.0,2021-11-21 13:05:06.345919+00:00,2021-11-20
32248,159b5795-e712-494a-9b3b-af278d591213,101.0,Wwe Network Plan,1,299.0,2021-11-07 13:50:39.702182+00:00,2022-11-07
55729,e441c9e7-61ac-4d1d-84c6-3977aeac4ee5,5.0,Premium,1,1499.0,2021-11-23 15:47:03.837137+00:00,2022-05-23
60906,ced75a2e-bd66-4102-ad68-58303724e00e,666.0,Premium Annual Membership,0,535.0,2021-11-23 16:50:13.192946+00:00,2018-05-18
49273,1c2f70d0-82d0-403f-9ece-bb0a41728583,87.0,Basic Plan,1,499.0,2021-11-23 13:08:16.035523+00:00,2021-12-23
78269,7d9d7637-5a46-47da-bbd7-972af4f8de15,146.0,Annually Plan,1,399.0,2021-11-26 05:24:55.962396+00:00,2022-11-26
20903,c6fca76f-3eee-4c2e-9e58-289be2858fb6,87.0,Basic Plan,1,499.0,2021-10-27 23:42:18.120252+00:00,2021-12-27
9820,979fd556-1555-43ed-82ee-1503af496d11,548.0,Business,0,1900.0,2021-10-07 17:10:44.359090+00:00,2021-06-10
81177,ff7bf672-e8d3-4399-97a5-22845ef59f7a,102.0,Individual Plan,1,1189.0,2021-11-27 07:37:08.138225+00:00,2022-11-27
5521,ed8d8a14-6705-4be3-bda6-192ce53c198e,127.0,Monthly Plan,0,30.0,2021-09-16 11:05:28.524429+00:00,2021-09-26
35405,f42a79dc-ba4c-4576-96d5-4851922f5463,151.0,Individual,0,200.0,2021-11-12 09:42:40.677684+00:00,2019-11-17
93312,c5a91448-8fd7-457e-8f39-b249d1e3818b,7.0,12 Months Plan,1,300.0,2021-12-05 08:22:13.604443+00:00,2022-12-05
43610,bcb7dedf-1e13-4242-8d6f-cdca61cfd294,102.0,Individual Plan,1,1189.0,2021-11-20 02:05:48.269444+00:00,2022-11-20
48932,549ad6e6-d627-4446-8c7b-26aa6bb37d42,155.0,6 Months Plan,1,299.0,2021-11-23 12:53:13.007911+00:00,2022-04-12
31673,120a3981-d60b-4bf2-8418-bc8de886822a,1209.0,For Individual,0,18598.0,2021-11-07 02:24:29.158718+00:00,2021-05-27
90371,83267f07-15be-4cae-9cc9-c0c1b2220e0a,222.0,Free Trial,1,0.0,2021-12-03 05:24:30.890439+00:00,2021-12-11
46923,91fd21d6-5f17-4f0a-b68a-eed075e84738,46.0,Annually Plan,1,699.0,2021-11-22 15:15:51.396636+00:00,2022-11-22
56259,4583e3ba-4883-4005-9e2a-24d8edb7929a,150.0,12 Months Plan,1,999.0,2021-11-23 15:51:24.258524+00:00,2022-11-23
51523,9b036c81-65e7-4b7a-ab13-57f69928acd0,46.0,Gaana Plus,1,549.0,2021-11-23 14:58:20.205929+00:00,2023-02-23
86179,982ab890-7e0a-459b-bb70-6ab058ead322,69.0,12 Months Android Plan,1,399.0,2021-11-30 10:29:55.237951+00:00,2022-11-30
3480,babd43a1-ae05-480c-a5af-5f72f850e843,840.0,Plus Membership,1,999.0,2021-09-08 08:35:02.020272+00:00,2022-01-01
26761,1c53dce1-240f-4a04-a07a-388de53b42bb,8.0,12 Month Plan,1,999.0,2021-11-02 06:37:50.082824+00:00,2022-09-16
52357,8c4009a7-e965-48e8-a984-421c19267bc1,136.0,Bachelor Of Arts (Journalism & Mass Communication),1,135000.0,2021-11-23 15:20:51.309462+00:00,2022-02-27
52195,f6e0c0df-61e0-4f69-b2a7-f3d73ec61255,102.0,Individual Plan,1,1189.0,2021-11-23 15:19:47.852563+00:00,2022-11-23
12370,91de1fa7-4a0b-4081-9b5d-f96751317109,548.0,Business,1,1900.0,2021-10-14 15:08:27.588393+00:00,2021-12-14
93241,b0f61e1e-6118-4b10-a39a-7f4cc9a75ad9,142.0,Annually Plan,1,999.0,2021-12-05 07:30:23.693669+00:00,2022-12-05
42316,144b14c6-4089-40fe-b295-c1185f5a6eda,87.0,Mobile Plan,0,199.0,2021-11-18 21:03:58.545722+00:00,2021-11-11
37734,a7ed042a-72b4-47e5-b393-787e418a457c,135.0,Class 6 To 12 Plus Subscription,1,65000.0,2021-11-15 04:26:03.057062+00:00,2028-11-15
14619,268b0c1e-971f-48ca-997d-b4f21063a830,87.0,Standard Plan,1,649.0,2021-10-19 21:16:42.270398+00:00,2021-12-08
42261,c0576b7c-b7bd-4cf2-8cef-cab31732f48d,7.0,12 Months Plan,1,300.0,2021-11-18 19:28:17.408068+00:00,2022-11-18
26727,c8e72344-9cbf-4ffd-9cd3-97e94a906a1c,101.0,Wwe Network Plan,1,299.0,2021-11-02 05:22:12.624897+00:00,2022-11-02
5338,6ba94222-4f4c-42fc-b534-760f005e92da,29.0,Vip Plan,0,399.0,2021-09-16 07:04:14.164150+00:00,2021-09-16
38533,c62e3eb4-e810-4f56-8ce7-cc383966df3b,29.0,Vip Plan,1,399.0,2021-11-15 17:47:25.629944+00:00,2022-11-15
60348,fd8245aa-3d3b-4651-b1c8-92a8e49890b9,7.0,12 Months Plan,1,300.0,2021-11-23 16:40:05.971160+00:00,2022-11-23
46985,115c5858-0744-4926-8789-ae1b61cd34de,8.0,3 Months Plan,1,387.0,2021-11-22 15:21:20.043295+00:00,2022-02-22
54105,96d24fd2-a5db-428e-9f99-075bbb38fcfb,8.0,12 Month Plan,1,999.0,2021-11-23 15:34:36.835242+00:00,2022-11-23
14109,d61a48ee-a249-4fb8-882a-6420e4c69a54,29.0,Vip Plan,1,399.0,2021-10-18 20:12:24.807136+00:00,2022-10-18
95779,17b1065b-9a51-4434-808a-1b95463cacc2,29.0,Vip Plan,1,399.0,2021-12-06 16:03:35.799594+00:00,2022-12-06
40877,cb5f2ac5-01b6-4c7d-84e2-d1373ad13ff8,107.0,Binge Plan,0,749.0,2021-11-18 02:43:11.129946+00:00,2021-11-17
45326,5ca4d91c-da98-4e61-beac-482df6e0eb40,768.0,3 Months Plan,1,399.0,2021-11-21 13:52:36.825839+00:00,2022-02-21
28640,ce2d03ec-cf88-4582-aad5-9c15243da688,87.0,Basic Plan,1,499.0,2021-11-04 03:01:28.638279+00:00,2022-01-04
37759,eb190962-69a2-4d1d-92d6-fc55b9c8214f,87.0,Premium Plan,1,799.0,2021-11-15 04:27:33.129677+00:00,2022-01-01
31425,fa562b7d-a23d-4d8f-8e15-b7427b242300,87.0,Basic Plan,1,499.0,2021-11-06 16:08:23.825049+00:00,2022-01-06
63611,5c7f7b9d-7216-4c63-b2f4-665b410b16a2,150.0,12 Months Plan,1,999.0,2021-11-23 19:40:06.907449+00:00,2022-11-23
84981,584049d4-0ccb-4269-a335-9ba5f13adf8e,29.0,Premium,1,1499.0,2021-11-29 10:18:42.547128+00:00,2022-11-29
37435,138e0687-6cbe-432d-90a3-c8c09c489eeb,7.0,12 Months Plan,1,300.0,2021-11-14 20:35:09.086353+00:00,2022-02-04
19004,a9509db8-f499-400b-81c1-dafd1538394f,8.0,12 Month Plan,1,999.0,2021-10-26 04:33:18.181851+00:00,2022-11-04
48116,78b29c54-7d4b-454b-9e10-70a3f8be5d05,689.0,Pro,0,1092.16,2021-11-23 10:59:33.228443+00:00,2020-10-30
23725,40927a50-be9d-4224-9e30-44dbad3c67b5,29.0,Premium Plan,0,299.0,2021-10-30 07:14:07.237485+00:00,2021-11-30
57217,f76f3eb4-8f73-4e13-9280-07699a767254,404.0,Solo - Annually,0,288.0,2021-11-23 15:58:20.118073+00:00,2021-11-22
19959,a7e31285-9445-4263-9c04-b4cb1693f6c9,7.0,12 Months Plan,1,300.0,2021-10-27 01:08:04.847261+00:00,2022-10-27
29657,c46ab765-5a32-4da4-8deb-c1f7fa31c0c3,101.0,Wwe Network Plan,1,299.0,2021-11-04 19:48:04.253635+00:00,2022-11-04
65548,dc4dc4d2-7284-4a7d-afce-8de35ec9b3bd,8.0,12 Month Plan,1,999.0,2021-11-24 04:31:08.957771+00:00,2022-11-30
21579,54eb56d4-062d-4ea4-ba26-d5250bf14503,101.0,Wwe Network Plan,1,299.0,2021-10-28 11:16:32.639515+00:00,2022-10-28
68882,bde709d8-7b73-4867-a9b1-430a2346b70e,29.0,Vip Plan,1,399.0,2021-11-24 14:02:57.069775+00:00,2022-11-24
10777,206b3117-7480-4f11-8b90-d1095f8ccdca,101.0,Wwe Network Plan,1,299.0,2021-10-10 04:27:49.069536+00:00,2022-10-10
77247,fee14baa-0ada-4034-87d4-768d60d87d61,136.0,Bachelor Of Arts (Journalism & Mass Communication),1,135000.0,2021-11-25 19:37:45.099590+00:00,2024-11-25
90078,c4fbe126-d54d-49f3-9872-9c3324b363b3,142.0,Annually Plan,1,999.0,2021-12-03 00:35:18.105484+00:00,2022-12-03
31090,ed8d3a48-f6c7-4b9f-bac1-f20d514406b8,8.0,12 Month Plan,1,999.0,2021-11-06 07:47:21.799571+00:00,2022-11-06
94843,66703cbc-f7d5-4ddc-810a-022766475230,29.0,Vip Plan,1,399.0,2021-12-06 08:34:17.178391+00:00,2022-12-06
91379,a2dfe2f6-6fff-4a8f-ad5e-76ac1ef7ffb4,101.0,Wwe Network Plan,1,299.0,2021-12-04 03:34:43.067817+00:00,2022-12-04
90571,83d52e5e-2e18-4291-b6ff-3e5c6aca19b8,102.0,Individual Plan,1,1189.0,2021-12-03 08:04:31.969924+00:00,2022-12-03
48899,2f93cb9a-c5bd-48f7-b6a1-4d1b2d87f340,150.0,3 Months Plan,0,299.0,2021-11-23 12:52:26.114078+00:00,2021-12-06
85074,e02daea6-5187-4a4f-b342-6e4df73aa95e,107.0,Binge Plan,1,329.0,2021-11-29 11:58:44.492476+00:00,2021-12-28
69493,5d7e2bb9-73ed-420f-baa6-9d185b3eb692,107.0,Binge Plan,1,749.0,2021-11-24 16:33:21.786536+00:00,2022-02-24
41061,96444d9a-335c-40e5-9ee9-c1b7a3ab3be5,87.0,Mobile Plan,0,199.0,2021-11-18 04:24:01.582956+00:00,2021-11-05
63751,3893a6df-aa1d-48f3-8e7e-c4b97eff8060,87.0,Premium Plan,0,799.0,2021-11-23 20:43:53.242550+00:00,2021-11-22
87743,296de234-11df-422e-b4cd-6aadc5477689,8.0,12 Month Plan,1,999.0,2021-12-01 15:56:52.338429+00:00,2022-12-01
96176,bff82fb7-b87b-4e8a-9749-d433317f068c,142.0,Annually Plan,1,999.0,2021-12-06 19:24:58.474645+00:00,2022-12-06
87566,836fcbd5-a5b1-410a-bfa8-928800184192,87.0,Basic Plan,1,499.0,2021-12-01 12:58:43.910523+00:00,2022-01-01
31881,14c491e4-7585-465e-bb36-0455e8a78944,8.0,12 Month Plan,1,999.0,2021-11-07 07:53:47.084224+00:00,2022-11-07
51363,c678ab31-c740-4f3c-975f-d287f9fba94a,29.0,Premium Plan,1,299.0,2021-11-23 14:50:01.013694+00:00,2021-12-23
68261,aef3802d-08d5-400e-b6a3-9449f019ad6e,87.0,Basic Plan,1,499.0,2021-11-24 11:49:59.107295+00:00,2021-12-24
77719,37c5fefe-4b90-4a55-8145-ef979648c1ec,128.0,Gold Plan - Annually,1,3000.0,2021-11-26 02:40:17.757550+00:00,2022-11-26
94630,2c14ad06-f00c-4396-9f4a-db4220c41ef8,7.0,12 Months Plan,1,300.0,2021-12-06 07:07:03.074403+00:00,2022-12-06
52379,de159565-6b91-4b5d-8781-6763107c4d2b,548.0,Business,1,1900.0,2021-11-23 15:21:09.873636+00:00,2021-12-23
34607,bc4f08ec-0b86-4ab2-9bb2-f05859530d8d,29.0,Vip Plan,1,399.0,2021-11-11 05:03:49.213042+00:00,2022-11-11
82956,a42e0b12-a9d9-40ff-bacd-d9b9028badea,150.0,12 Months Plan,1,999.0,2021-11-28 04:10:39.993653+00:00,2022-11-28
81136,94b1b18d-9bff-4947-9f5a-de0675f9fc0a,87.0,Basic Plan,1,499.0,2021-11-27 07:17:47.232122+00:00,2021-12-27
68610,5c781cd9-0136-470b-a6ce-4ef09cf209b5,87.0,Basic Plan,1,499.0,2021-11-24 12:57:26.748948+00:00,2021-12-24
24737,a4e0a42a-5bf1-4881-b519-363930da68e6,69.0,12 Months Android Plan,1,399.0,2021-10-31 06:42:30.164737+00:00,2022-10-31
72332,88496166-993d-4fcc-b6e4-490e672480e4,107.0,Binge Plan,1,749.0,2021-11-25 06:02:44.115069+00:00,2022-02-25
53591,cf0086b4-5744-4eb4-81f6-e1faa7933f52,101.0,Wwe Network Plan,1,299.0,2021-11-23 15:28:18.240738+00:00,2022-11-23
82001,9034c000-6bad-4846-8b7b-18bd3709ef30,87.0,Basic Plan,1,499.0,2021-11-27 13:44:37.766985+00:00,2021-12-27
37089,3d13e38d-3449-4e07-9611-096911dd099e,8.0,12 Month Plan,0,999.0,2021-11-14 13:31:41.201155+00:00,2021-11-13
40422,6580d63f-7894-431a-8d68-75ececd6a9d6,151.0,Individual,0,200.0,2021-11-17 15:44:40.648056+00:00,2021-09-22
86245,6565f08f-4d3e-421c-accb-5844b9d4f49e,8.0,12 Month Plan,1,999.0,2021-11-30 11:50:31.457446+00:00,2022-11-30
6210,006b4500-8b54-44e4-91ee-3eb7f9b34e5e,8.0,12 Month Plan,1,999.0,2021-09-18 16:23:32.820529+00:00,2022-03-02
60225,4d36a9d2-4059-416a-9645-31452073a6f6,29.0,Vip Plan,1,399.0,2021-11-23 16:37:41.631801+00:00,2022-11-23
50017,bebf1f02-d696-4bf2-95cb-0e0ed4b868c4,87.0,Basic Plan,1,499.0,2021-11-23 13:42:36.281736+00:00,2021-12-23
23563,a7a09429-e13e-41e5-a7bf-92d608b28f58,87.0,Basic Plan,1,499.0,2021-10-30 04:59:39.642392+00:00,2021-12-30
38695,467e7252-e528-47ba-9439-99f4ea5da9fc,87.0,Mobile Plan,1,199.0,2021-11-16 04:01:11.340089+00:00,2022-01-04
72066,9ea6656b-4422-499c-851f-8e7e33a8d1b7,787.0,Individual Plan,0,49.0,2021-11-25 05:44:20.952630+00:00,2021-09-21
54726,78a22439-eadd-4579-89c8-fc7b315ea6f0,101.0,Wwe Network Plan,1,299.0,2021-11-23 15:39:00.697530+00:00,2022-11-23
12885,066ef254-5493-48fb-b6e7-f72cb319df43,87.0,Premium Plan,1,799.0,2021-10-16 01:46:55.154321+00:00,2021-12-27
48201,18cff695-7a06-4e74-b0cd-078abca9617d,29.0,Vip Plan,0,399.0,2021-11-23 11:23:05.833043+00:00,2021-11-23
87509,8ab3a83a-b857-4bd1-ab42-7ea0d3ba04a2,637.0,Pro - Annually,0,48.0,2021-12-01 12:13:09.632994+00:00,2021-12-01
18967,96f248cd-aa29-41c1-a242-48bc3e1aa47d,101.0,Wwe Network Plan,1,299.0,2021-10-26 03:43:34.515658+00:00,2022-10-26
83677,5f77ac88-b9ff-475e-bc01-0f647955cf5c,101.0,Wwe Network Plan,1,299.0,2021-11-28 11:45:42.351869+00:00,2022-11-28
17811,5b8d1da3-d55c-45c1-afa6-7936b800e2e0,768.0,3 Months Plan,0,399.0,2021-10-25 02:52:09.709614+00:00,2021-10-25
87024,cbafd301-b05f-4559-8a0c-0563e53758ff,101.0,Wwe Network Plan,1,299.0,2021-12-01 05:16:51.381351+00:00,2022-12-01
74491,341f9f42-0242-4828-bd07-21a0907e731b,321.0,24000 Credits,1,675.0,2021-11-25 10:47:34.302146+00:00,2022-08-05
60038,4d968f31-2dd9-4597-91ee-42e53c4b59b3,762.0,Lybrate Cube - 1 Clinic,1,1776.0,2021-11-23 16:34:25.578831+00:00,2023-11-19
74470,d93f5983-4aac-4fc6-b347-9e4a0fc21263,128.0,Gold Plan - Annually,1,3000.0,2021-11-25 10:44:24.076083+00:00,2022-11-25
42438,090dbcd8-0356-4b9b-805f-e7ec8c42960b,142.0,Annually Plan,1,999.0,2021-11-19 03:53:58.745469+00:00,2022-11-19
6817,f04c36cc-a74a-4144-88cb-74eec4cb7ff0,29.0,Premium Plan,1,1499.0,2021-09-20 17:19:24.078954+00:00,2022-04-07
28381,f6b94d1a-ec4b-4538-bd34-0cf18843234f,135.0,Class 6 To 12 Plus Subscription,0,65000.0,2021-11-03 18:33:35.921458+00:00,2021-11-02
14967,14103361-257b-4547-8bbd-1453a25095e8,29.0,Vip Plan,1,399.0,2021-10-20 18:44:05.101688+00:00,2022-10-20
54606,2f0bb3ac-41af-405b-b1b5-bf4f27c76b48,29.0,Premium Plan,1,1499.0,2021-11-23 15:37:56.943960+00:00,2022-11-23
37865,be6f536c-69a0-42b0-ac74-f0c1bea6b678,1400.0,3 Months Plan,1,99.0,2021-11-15 06:58:54.125709+00:00,2022-01-01
80099,8a2bf650-3dc8-42fb-85c8-acccc19bc1f8,87.0,Basic Plan,1,499.0,2021-11-26 15:04:07.676423+00:00,2021-12-26
366,b57c4435-e95d-4803-9f24-b165aa67f030,675.0,Unlimited Digital Access,0,99.99,2021-08-12 05:36:35.827558+00:00,2021-09-15
87988,5f328591-57d2-4b6c-a5aa-e3ca471abf3c,142.0,Annually Plan,1,999.0,2021-12-02 03:13:30.791499+00:00,2022-12-02
37812,7950305a-27da-4b9a-81fa-60572d4f8cf3,150.0,12 Months Plan,1,999.0,2021-11-15 05:27:17.138987+00:00,2022-04-20
52601,c060ae21-c59b-4b3e-8818-29b163032bb5,102.0,Individual Plan,1,1189.0,2021-11-23 15:22:20.644345+00:00,2022-11-23
50600,1c42c522-c348-44c0-b5e9-e979d64a93e9,7.0,12 Months Plan,1,300.0,2021-11-23 14:07:07.585328+00:00,2022-11-23
25864,d5eb8dbb-e8c9-4283-8ba1-2f0447959b5d,121.0,App Subscription: Basic,1,6000.0,2021-11-01 06:05:16.190303+00:00,2022-11-01
28739,84471f42-a43b-46b0-a578-deeef659dd7e,1171.0,Team - Monthly,0,4.95,2021-11-04 04:13:53.437894+00:00,2021-07-20
58545,3e81e41e-85b1-4fef-8d5e-b736fef5a159,8.0,12 Month Plan,0,999.0,2021-11-23 16:11:44.266350+00:00,2021-07-08
93622,921367a2-0f48-40e8-b578-509c27147fcd,768.0,3 Months Plan,1,399.0,2021-12-05 11:13:24.099467+00:00,2022-03-05
12854,2f85600a-e463-4523-a9d0-56b9705382a1,101.0,Wwe Network Plan,1,299.0,2021-10-15 23:55:35.969469+00:00,2022-10-15
36856,d6cdf11c-fe0b-4af3-a1ed-29c85694d9b5,142.0,Annually Plan,1,999.0,2021-11-14 08:05:35.769694+00:00,2022-11-14
32303,c7035e8e-5ce9-4d67-ba54-462349c7a6a4,102.0,Individual Plan,1,1189.0,2021-11-07 14:30:35.180273+00:00,2022-11-07
45264,4a64dc2f-6ac1-4f7a-98f2-5ac45b0eb229,151.0,Individual,1,200.0,2021-11-21 13:47:35.770209+00:00,2022-02-15
63481,47873d8f-e20c-456e-bac6-660c54ea090d,142.0,Annually Plan,1,999.0,2021-11-23 19:18:22.935062+00:00,2022-11-23
62131,7aeb5e40-d60a-420b-8ecc-8e88db08aa2b,135.0,Class 6 To 12 Plus Subscription,1,7500.0,2021-11-23 17:24:00.402309+00:00,2022-02-23
73203,e5ccc13c-17b6-416c-b5d1-5d0391b78a01,150.0,12 Months Plan,1,999.0,2021-11-25 07:27:08.077610+00:00,2022-11-25
37430,59bf5cab-f77f-4d71-ac6e-d9c3c64ce201,87.0,Basic Plan,1,499.0,2021-11-14 20:23:06.545207+00:00,2021-12-14
71350,c9ee03c0-d808-4204-a35d-5ed87c43aa12,46.0,Gaana Plus,1,549.0,2021-11-25 05:20:01.700049+00:00,2023-02-25
33940,8b761a41-8463-4caa-933e-9a96f4d8823e,247.0,Pro,0,0.0,2021-11-09 21:19:51.844673+00:00,2021-08-26
62634,d4ca48fb-103d-4043-8a40-bdb0906c03ba,29.0,Vip Plan,1,399.0,2021-11-23 17:53:27.625867+00:00,2022-11-23
95625,a2619373-e3eb-4c1f-809d-c665cc34272a,151.0,Annually Plan,1,750.0,2021-12-06 15:17:28.703357+00:00,2022-12-06
15615,3bc35ee7-a23b-4f5f-94a0-cb74c426d826,142.0,Annually Plan,1,999.0,2021-10-21 15:01:15.930803+00:00,2022-10-21
36346,5bf9adac-6f62-43da-abee-26761298db87,29.0,Premium Plan,0,299.0,2021-11-13 19:37:36.661498+00:00,2021-10-27
36216,a22b2c3c-8006-426a-a831-ae873962f57d,8.0,12 Month Plan,1,999.0,2021-11-13 18:15:16.351013+00:00,2022-11-13
66223,4775dda2-9d70-46c0-baeb-6092905e6c43,87.0,Basic Plan,1,499.0,2021-11-24 05:51:59.085712+00:00,2021-12-24
31912,4dd5b796-8899-43d9-93a9-a2ee58e20e5e,29.0,Vip Plan,1,399.0,2021-11-07 09:02:08.212780+00:00,2022-11-07
